Key,Virtual Compound Preferred Name,EUbOPEN Compound ID,Compound SMILES,Compound InChi Key,Protein Family,Target ID,NCBI Gene ID,UniProt ID,Synonyms,Mode of Action,Negative Control (In Case of Probe),Affinity Biochemical (nM),Affinity Biochemical Definition,Affinity Biochemical Assay Type,Affinity Biochemical Source Knowledge,Affinity Biochemical Relation,Affinity On-target Cellular (nM),Affinity On-target Cellular Definition,Affinity On-target Cellular Assay Type,Affinity on-target cellular Source Knowledge,Affinity On-target Cellular Relation,Selectivity Number of Off-targets,Selectivity Platform,Selectivity Platform Number of Targets,Selectivity Remarks,Selectivity Source Knowledge,CG-Set,Recommended Concentration,,,,,,,EUB0000366a
EUB0001073a_NR3C3,Methyltrienolone,EUB0001073a,C[C@@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,CCCIJQPRIXGQOE-XWSJACJDSA-N,Nuclear Receptors,NR3C3,,,,Agonist,,,,,,,0.5,EC50,"HEK293 Lysate Stable Transfection Competition binding assays (NR3C1, NR3C2, NR3C3), reporter gene assay (C2C12 cells were cotransfected with a ARE-TK-luciferase reporter and pCMV-hAR) (NR3C4)",https://doi.org/10.1021/acs.jmedchem.5b01168,0,,"Nuclear receptor panel, bromodomain and kinase panel",23,"Screened at 1 µM againstNR1A1, NR1B1, NR1C3, NR1F3, NR1H3, NR1I1, NR1I2, NR1I3, NR2A1, NR2B1, NR4A1, NR5A2 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): clean selectivty profile with no significant agonism/antagonism detected; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",,Nuclear Receptor set,1 µM,,,,,,,
EUB0001073a_NR3C4,Methyltrienolone,EUB0001073a,C[C@@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,CCCIJQPRIXGQOE-XWSJACJDSA-N,Nuclear Receptors,NR3C4,,,,Agonist,,,,,,,0.01,EC50,"HEK293 Lysate Stable Transfection Competition binding assays (NR3C1, NR3C2, NR3C3), reporter gene assay (C2C12 cells were cotransfected with a ARE-TK-luciferase reporter and pCMV-hAR) (NR3C4)",https://doi.org/10.1021/acs.jmedchem.5b01168,0,,"Nuclear receptor panel, bromodomain and kinase panel",23,"Screened at 1 µM againstNR1A1, NR1B1, NR1C3, NR1F3, NR1H3, NR1I1, NR1I2, NR1I3, NR2A1, NR2B1, NR4A1, NR5A2 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): clean selectivty profile with no significant agonism/antagonism detected; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",,Nuclear Receptor set,1 µM,,,,,,,
EUB0001074a_BRPF1,NI-198,EUB0001074a,O=S(NC1=CC=C2N(C(C(CC)=CC2=C1)=O)CC)(C3=CC=C(C=C3)C#N)=O,QTIVTZLLONAWRR-UHFFFAOYSA-N,Bromodomain,BRPF1,7862,P55201,BR140,Negative control for NI-57,,100000,IC50,BROMOscan,https://pubs.acs.org/doi/10.1021/acs.jmedchem.7b00611#,>,,,,,,,,,,,Epigenetic set,1 µM,,,,,,,
EUB0001074a_BRPF3,NI-198,EUB0001074a,O=S(NC1=CC=C2N(C(C(CC)=CC2=C1)=O)CC)(C3=CC=C(C=C3)C#N)=O,QTIVTZLLONAWRR-UHFFFAOYSA-N,Bromodomain,BRPF3,27154,Q9ULD4,KIAA1286,BRPF3@BRD,,100000,IC50,BROMOscan,https://pubs.acs.org/doi/10.1021/acs.jmedchem.7b00611#,>,,,,,,,,,,,Epigenetic set,1 µM,,,,,,,
EUB0001074a_BRD1,NI-198,EUB0001074a,O=S(NC1=CC=C2N(C(C(CC)=CC2=C1)=O)CC)(C3=CC=C(C=C3)C#N)=O,QTIVTZLLONAWRR-UHFFFAOYSA-N,Bromodomain,BRD1,23774,O95696,"BRL, BRPF2",Negative control for NI-57,,100000,IC50,BROMOscan,https://pubs.acs.org/doi/10.1021/acs.jmedchem.7b00611#,>,,,,,,,,,,,Epigenetic set,1 µM,,,,,,,
EUB0001075a_PAK1,NVS-PAK1-C,EUB0001075a,O=C(N1CC[C@@H](C1)NC2=NC3=C(N(C4=C2C=C(Cl)C=C4)CC(F)F)C=CC(F)=C3)N(C)C,RVHZFZVJXGIAJF-HNNXBMFYSA-N,Protein Kinase,PAK1,5058,Q13153,,Negative control for NVS-PAK1-1,,1500,IC50,Caliper in-vitro dephosphorylation assay (PAK1 phos.),https://www.thesgc.org/chemical-probes/mu1742,=,,,,,,,,,,,Kinase set,1 µM,,,,,,,
EUB0001079a_MGAT2,TP-020n,EUB0001079a,NC1=CN=C(N2CCC3=C2C(N4CCCC4=O)=CC(S(=O)(NC5=C(F)C=C(Cl)C=C5F)=O)=C3)N=C1,SBCFKMYFTAVDHK-UHFFFAOYSA-N,Transferase,MGAT2,4247,Q10469,MGAT2,Negative control for TP-020,,3300,IC50,RapidFire/MS assay (using full-length human protein),https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/TP-020,=,,,,,,,,,,,Other targets,1 µM,,,,,,,
EUB0001081a_THRB,Resmetirom,EUB0001081a,CC(C)C1=CC(=NNC1=O)OC2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C(=N3)C#N)Cl,FDBYIYFVSAHJLY-UHFFFAOYSA-N,NR,THRB,7068,P10828,"THRB1, THRB2, NR1A2, THR1, ERBA-BETA, GRTH",Agonist,,,,,,,200,EC50,cell-based,https://doi.org/10.1021/jm4019299,=,,Reportergenassay,26,"inactive at 10 µM for UL48, RXRA, HNF4A, NR2C1, NR2E1, NR4A1, NR5A1",https://zenodo.org/records/10474037,NR,10 µM,,,,,,,
EUB0001081a_NR1A2,Resmetirome,EUB0001081a,CC(C)C1=CC(=NNC1=O)OC2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C(=N3)C#N)Cl,FDBYIYFVSAHJLY-UHFFFAOYSA-N,Nuclear Receptors,NR1A2,,,,Agonist,,,,,,,210,EC50,cell-based,https://doi.org/10.1021/jm4019299,0,,"Nuclear receptor panel, bromodomain and kinase panel",19,"Screened at 10 µM against NR1A1, NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): clean selectivty profile with no significant agonism/antagonism detected; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",,Nuclear Receptor set,10 µM,,,,,,,
EUB0001084a_FGFR4,BLU-9931,EUB0001084a,C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,TXEBNKKOLVBTFK-UHFFFAOYSA-N,Protein Kinase,FGFR4,2264,P22455,"JTK2, CD334",Covalent inhibitor,,3,IC50,Enzyme inhibition assay (conc. ATP = Km),https://aacrjournals.org/cancerdiscovery/article/5/4/424/4943/First-Selective-Small-Molecule-Inhibitor-of-FGFR4,=,,,,,,0,KINOMEscan (DiscoverX),456,"Screened at 3 µM, in-vitro potency of closest target: Kd(CSF1R) = 2716 nM (90.1% inhibition), S-score(10) = 0.005 at 3 µM; In-vitro potencies of other FGFR family members (enzyme activity assays): IC50(FGFR1) = 591 nM, IC50(FGFR2) = 493 nM, IC50(FGFR3) = 150 nM; IC50(p70S6Kb) > 10 μM (https://aacr.silverchair-cdn.com/aacr/content_public/journal/cancerdiscovery/5/4/10.1158_2159-8290.cd-14-1029/4/21598290cd141029-sup-137537_2_supp_0_njmz90.pdf?Expires=1675264845&Signature=C7J4HfbPNEkAbAqzPJ39H9yL-DM-ZriAd8q9~z8YUG1gWwYiv~YY3KnIOiETJu6s6ant4xiTBoYwoCLgll18xYBmbGpqFihOfhV-o13a7i6vEvF1O1eaowwAMUXKijlCNqDlMeXH0BaQ1JGUfaWJ-rcaUZdvfAS~UHg~9yVyE3t7x2JTKWLV3T1OQ0xNVih6dxAH~ACl87xwuIVD4NVAlkEcGUWPGXNzCUzk8-SlPnWgBxnUZLP6R8NhMbrjeOlLoYg0TNe9HVYyYuOCI6bAajPrnqSaYv1qC1eoQq-HWafjwJ7N3T5waFSlCi~COA3D0QYQ~UdoNRFASuZZzqG1Lg__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA)",https://aacrjournals.org/cancerdiscovery/article/5/4/424/4943/First-Selective-Small-Molecule-Inhibitor-of-FGFR4,Kinase set,100 nM,,,,,,,
EUB0001087a_FGFR1,PD-166866,EUB0001087a,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,NHJSWORVNIOXIT-UHFFFAOYSA-N,Protein Kinase,FGFR1,2260,P11362,"H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331",Inhibitor,,52.4,IC50,Radiometric kinase assay (full-length FGFR1),https://jpet.aspetjournals.org/content/286/1/569.long,=,10.8,IC50,Immunoblot (inhibition of FGFR1 autophosphorylation in NIH3T3 cells),https://jpet.aspetjournals.org/content/286/1/569.long,=,2,Kinase panel (DSF assay),100,"Screened at 20 µM, closest targets in the screen: dTm FLT1 = 7.6 K, STK10 = 4.8K, clean profile;
Screened in enzymatic assays: IC50(PDGFR) >50 µM, IC50(EGFR) >50 µM, IC50(SRC) >50 µM, IC50(MAPK1) >50 µM, IC50(PRKCA) >50 µM, IC50(INSR) >50 µM, IC50(CDK4) >50 µM; In-cellulo follow-up of closest targets (autophosphorylation of PDGFR in  rat aortic smooth muscle cells, EGF receptors in A431 cells, and INSR in NIHIR cells): IC50(EGFR) >1 µM, IC50(INSR) >1 µM, IC50(PDGF) >30 µM (https://jpet.aspetjournals.org/content/286/1/569.long);",https://jpet.aspetjournals.org/content/286/1/569.long,Kinase set,100 nM,,,,,,,
EUB0001105a_MELK,NVS-MELK8a,EUB0001105a,CN1CCN(c2ccc(-n3cc(-c4ccncc4OCC4CCNCC4)cn3)cc2)CC1,BLFBSGVUERKSST-UHFFFAOYSA-N,Protein Kinase,MELK,9833,Q14680,KIAA0175,Inhibitor,,5,IC50,"HTRF assay (full-length MELK protein with KinEASE STK S1 peptide (Cisbio HTRF) as substrate, 20 µM ATP)",27187609,=,,,,,,3,KinomeScan (DiscoverX),456,"Screened at 1 μM, closest targets as % of inhibition: FLT3 (96%), GSG2 (93%), TYK2 (93%), CSNK2A (66%), KIT(A829) = 79%), KIT(D816) = 86%), MINK (77%), PDGFRA (79%), PDGFRB (57%), MELK (86%); In-vitro follow-up of closest targets (biochemical assays): IC50(FLT3) = 180 nM, IC50(GSG2) = 190 nM, IC50(KIT, A829) > 10 µM, IC50(PDGFRA) = 420 nM, IC50(MELK) = 2 nM (https://pubs.acs.org/doi/10.1021/acs.jmedchem.6b00052);",https://pubs.acs.org/doi/10.1021/acs.jmedchem.6b00052,Kinase set,1 µM,,,,,,,
EUB0001107a_SIK1,MRIA9,EUB0001107a,CNc1ncc2cc(-c3ccc(-c4ncccc4F)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,QKNBRNSGPNCARD-SGNKCFNYSA-N,Protein Kinase,SIK1,150094,P57059,msk,Inhibitor,MR7,55,IC50,Radiometric 33PanQinase Assay,https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144,=,516,IC50,NanoBRET assay (HEK293T cells),https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144,=,,33PanQinase Assay (Reaction Biology),443,"Screened at 1 μM inhibition, closest targets as % of residual activity: MAP4K5 (8%), PAK3 (9%), PAK2 (10%), NLK (13%), PKN3 (35%), PAK1 (36%), MAP2K4 (37%), TIE2 (39%), MST4 (45%), MELK (48%); In-vitro follow-up of closest targets (33PanQinase assay, Reaction Biology): IC50(MAP4K5) = 210 nM, IC50(PAK3) = 140 nM, IC50(PAK2) = 41 nM, IC50(NLK) = 13 nM, IC50(PKN3) = 1400 nM, IC50(PAK1) = 580 nM, IC50(MAP2K4) = 830 nM, IC50(TIE2) = 3100 nM, IC50(MST4) = 1600 nM, IC50(MELK) = 2200 nM (https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144); In-cellulo follow-up of closest targets (NanoBRET assay in HEK293T cells): IC50(MAP4K5) = 13 µM, IC50(NLK) = 0.25 µM, IC50(PKN3) = 6.7 µM, IC50(TIE2) = 6 µM, IC50(MST4) = 34 µM, https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144;",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144,Kinase set,1 µM,,,,,,,
EUB0001107a_SIK2,MRIA9,EUB0001107a,CNc1ncc2cc(-c3ccc(-c4ncccc4F)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,QKNBRNSGPNCARD-SGNKCFNYSA-N,Protein Kinase,SIK2,23235,Q9H0K1,"KIAA0781, QIK, DKFZp434K1115, LOH11CR1I",Inhibitor,MR7,48,IC50,Radiometric 33PanQinase Assay,https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144,=,180,IC50,NanoBRET assay (HEK293T cells),https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144,=,,33PanQinase Assay (Reaction Biology),443,"Screened at 1 μM inhibition, closest targets as % of residual activity: MAP4K5 (8%), PAK3 (9%), PAK2 (10%), NLK (13%), PKN3 (35%), PAK1 (36%), MAP2K4 (37%), TIE2 (39%), MST4 (45%), MELK (48%); In-vitro follow-up of closest targets (33PanQinase assay, Reaction Biology): IC50(MAP4K5) = 210 nM, IC50(PAK3) = 140 nM, IC50(PAK2) = 41 nM, IC50(NLK) = 13 nM, IC50(PKN3) = 1400 nM, IC50(PAK1) = 580 nM, IC50(MAP2K4) = 830 nM, IC50(TIE2) = 3100 nM, IC50(MST4) = 1600 nM, IC50(MELK) = 2200 nM (https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144); In-cellulo follow-up of closest targets (NanoBRET assay in HEK293T cells): IC50(MAP4K5) = 13 µM, IC50(NLK) = 0.25 µM, IC50(PKN3) = 6.7 µM, IC50(TIE2) = 6 µM, IC50(MST4) = 34 µM, https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144;",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144,Kinase set,1 µM,,,,,,,
EUB0001107a_SIK3,MRIA9,EUB0001107a,CNc1ncc2cc(-c3ccc(-c4ncccc4F)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,QKNBRNSGPNCARD-SGNKCFNYSA-N,Protein Kinase,SIK3,23387,Q9Y2K2,"FLJ12240, L19, KIAA0999, QSK",Inhibitor,MR7,22,IC50,Radiometric 33PanQinase Assay,https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144,=,127,IC50,NanoBRET assay (HEK293T cells),https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144,=,,33PanQinase Assay (Reaction Biology),443,"Screened at 1 μM inhibition, closest targets as % of residual activity: MAP4K5 (8%), PAK3 (9%), PAK2 (10%), NLK (13%), PKN3 (35%), PAK1 (36%), MAP2K4 (37%), TIE2 (39%), MST4 (45%), MELK (48%); In-vitro follow-up of closest targets (33PanQinase assay, Reaction Biology): IC50(MAP4K5) = 210 nM, IC50(PAK3) = 140 nM, IC50(PAK2) = 41 nM, IC50(NLK) = 13 nM, IC50(PKN3) = 1400 nM, IC50(PAK1) = 580 nM, IC50(MAP2K4) = 830 nM, IC50(TIE2) = 3100 nM, IC50(MST4) = 1600 nM, IC50(MELK) = 2200 nM (https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144); In-cellulo follow-up of closest targets (NanoBRET assay in HEK293T cells): IC50(MAP4K5) = 13 µM, IC50(NLK) = 0.25 µM, IC50(PKN3) = 6.7 µM, IC50(TIE2) = 6 µM, IC50(MST4) = 34 µM, https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144;",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c02144,Kinase set,1 µM,,,,,,,
EUB0001109a_BCAT1,BAY-069,EUB0001109a,Cc1ccccc1Oc1cc(c2ccccc2c1[Cl])N1C(C=C(C(F)(F)F)NC1=O)=O,UNSHMXUHOHBLIQ-UHFFFAOYSA-N,,BCAT1,586,P54687,"BCAT1, BCT1, ECA39",Inhibitor,BAY-771,27,IC50,Biochemical assay,https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-069,0,358,IC50,"Cellular mechanistic assay (BCAA measurement in U-87-MG, high BCAT1 expressing cells)",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-069,0,0,Safety screen (Eurofins),77,"Clean selectivity profile with no target activity >50%; Screened in enzymatic assays against other transaminases: IC50(GOT1/2) >50 µM; Screened at 6 µM against 30 proteases, all targets IC50 >10 µM; Screened at 2 µM against 45 kinases (enzymatic assays), clean selectivity profile with all kinases IC50 >7 µM",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-069,Other targets set,1 µM,,,,,,,
EUB0001109a_BCAT2,BAY-069,EUB0001109a,Cc1ccccc1Oc1cc(c2ccccc2c1[Cl])N1C(C=C(C(F)(F)F)NC1=O)=O,UNSHMXUHOHBLIQ-UHFFFAOYSA-N,,BCAT2,587,O15382,"BCAT2, BCATM, BCT2, ECA40",Inhibitor,BAY-771,130,IC50,Biochemical assay,https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-069,0,874,IC50,"Cellular mechanistic assay (BCAA measurement in MDA-MB-231, high BCAT2 expressing cells)",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-069,0,0,Safety screen (Eurofins),77,"Clean selectivity profile with no target activity >50%; Screened in enzymatic assays against other transaminases: IC50(GOT1/2) >50 µM; Screened at 6 µM against 30 proteases, all targets IC50 >10 µM; Screened at 2 µM against 45 kinases (enzymatic assays), clean selectivity profile with all kinases IC50 >7 µM",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-069,Other targets set,1 µM,,,,,,,
EUB0001110a_TRPA1,BAY-390,EUB0001110a,FC1=CC=C(N[C@H]2[C@](O)(CCCC2)C(F)(F)F)C=C1,IESAJAZKMLPVIB-VXGBXAGGSA-N,Ion Channel,TRPA1,8989,O75762,"TRPA1, ANKTM1",Inhibitor,BAY-9897,16,IC50,FLIPR Ca2+ assay (human TRPA1 overexpressing cell line CHO hTRPA1 GCaMP6),https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-390,0,82,IC50,"Ephys (Patchliner, CHO cells)",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-390,0,0,GPCR panel (PDSD screen),45,"Screened at 10 µM, in vitro-potencies of closest targets: Ki(SLC6A3) = 1377.15 nM, Ki(HTR2A) = 2576.32 nM; Selectivity against family members in biochemical assays, all >30 fold: IC50(hTRPV1) >25 µM, IC50(hTRPV4) >25 µM, IC50(hTRPC3) >25 µM, IC50(hTRPC5) = 5.6 µM, IC50(hTRPC6) >25 µM, IC50(hKCNK9, TASK-3) >30 µM, IC50(hCACNA1H, Cav3.2) >25 µM; Selectivity screen in Eurofins Lead Profiling Screen, GPCR Profiling Screen and Bayer Kinase Panel was performed, in-vitro potencies of closest targets: Ki (SLC6A3, human) = 0.9 μM, Ki(PGR, human) = 4 μM, EC50(ESR1) = 2.1 μM",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-390,Ion Channel,100 nM,,,,,,,
EUB0001111a_PTGFR,BAY-6672,EUB0001111a,Cc1c(N2CCCC2)nc2ccc(Br)cc2c1C(=O)NC[C@H](CCC(=O)O)c1ccccc1Cl.Cl.O,YQOLEILXOBUDMU-KRWDZBQOSA-N,GPCR,PTGFR,5737,P43088,FP,Antagonist,BAY-403,22,IC50,Panlabs hFP-R binding assay,https://www.sgc-ffm.uni-frankfurt.de/chemProbes#!specificprobeoverview/BAY-6672,0,11,IC50,"Human FP-R assay (Chem-1 cells expressing human FP receptor, Eurofins)",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00834,0,0,GPCR panel (PDSP screen),45,"Screened at 10 µM, closest target as % of inhibition: HTR3A (38%); Screened against other human prostanoid receptor (binding assay, Eurofins/Panlabs): IC50(PTGFR) = 22 nM, IC50(EP1) >10 µM, IC50(EP2) >10 µM, IC50(EP3) >10 µM, IC50(EP4) >10 µM, IC50(IP) >10 µM, IC50(DP) >10 µM, IC50(CRTH2) >10 µM, >420-fold selective; Screened in cell-based assay (Eurofins/Panlabs): IC50(TBXA2R) = 2.2 µM, 200-fold selective; Screened at 10 µM against 77 other targets (Leadprofiling Screen, Panlabs), closest target as % of inhibition: TBXAS1 (33%); Screened at 10 µM against 8 ion channels (Ion channel profiler, Eurofins): IC20(Nav1.5) >10 μM, IC20(Kv4.3/KChIP2) >10 μM, IC20(Cav1.2) >10 μM, IC20(Kv1.5) >10 μM, IC20(KCNQ/minK) >10 μM, IC20(herG) >10 μM, IC20(HCN4) >10 μM, IC20(Kir2.1) >10 μM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00834,GPCR set,100 nM,,,,,,,
EUB0001112a_CMA1@Protease,BI-1942,EUB0001112a,CC[C@H](CC(O)=O)N1C(c2c(cccn2)N(Cc2cn(C)c3cc(C)cc(C)c23)C1=O)=O,PCJVXTDIDUMIRR-QGZVFWFLSA-N,Protease,CMA1@Protease,1215,P23946,"CYH, MCT1, chymase",Inhibitor,No control available for probe,0.4,IC50,Enzymatic assay (inhibition of recombinant human chymase CMA1),https://pubmed.ncbi.nlm.nih.gov/23659209/,0,,,,,,1,Protease panel (Eurofins),35,"Screened at 10 µM, in-vitro potency of closest target: IC50(CTSG, cathepsin G) = 110 nM, >100-fold selective; Screened at 10 µM against 44 targets outside target family (Eurofins Safety Screen44TM), clean selectivity profile; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potencies of closest targets: Ki(HTR1D) = 1130.61 nM, Ki(OPRK1) = 4948.48 nM",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI-1942,Protease set,1 µM,,,,,,,
EUB0001113a_BRD2@BD2,GSK973,EUB0001113a,[H][C@@]12COC[C@@]2([H])[C@@H]1NC(c1cc(C(NC)=O)c2c(c1)[C@H](c1ccccc1)[C@@H](CF)O2)=O,WZQLVEPIBAOOGF-RMMWZPCPSA-N,Bromodomain,BRD2@BD2,6046,P25440,"KIAA9001, RING3, D6S113E, NAT, FSRG1",Inhibitor,GSK943,31.6,IC50,BET mutant TR-FRET assay (BD2),https://pubs.acs.org/doi/10.1021/acsmedchemlett.0c00247,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): pKd(TAF1, BD2) = 6.4, pKd(TAF1L, BD2) = 5.7, pKd(BRD9) = 5.7, pKd(CECR2) = 5.5, pKd(BAZ2A) = 5.5, pKd(BAZ2B) = 5.1; Selective for the BD2 domain of BET proteins; Clean in selectivity screen against 48 targets (GPCRs, ion-channels, other targets); Chemoproteomics data (3 vectors) showed excellent non BCPs selectivity; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potencies of closest targets: Ki(DRD3) = 257.47 nM, Ki(DRD4) = 982.65 nM, Ki(DRD2) = 964.05 nM",https://pubs.acs.org/doi/10.1021/acsmedchemlett.0c00247,Epigenetic set,1 µM,,,,,,,
EUB0001113a_BRD3@BD2,GSK973,EUB0001113a,[H][C@@]12COC[C@@]2([H])[C@@H]1NC(c1cc(C(NC)=O)c2c(c1)[C@H](c1ccccc1)[C@@H](CF)O2)=O,WZQLVEPIBAOOGF-RMMWZPCPSA-N,Bromodomain,BRD3@BD2,8019,Q15059,"RING3L, ORFX, KIAA0043",Inhibitor,GSK943,15.8,IC50,BET mutant TR-FRET assay (BD2),https://pubs.acs.org/doi/10.1021/acsmedchemlett.0c00247,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): pKd(TAF1, BD2) = 6.4, pKd(TAF1L, BD2) = 5.7, pKd(BRD9) = 5.7, pKd(CECR2) = 5.5, pKd(BAZ2A) = 5.5, pKd(BAZ2B) = 5.1; Selective for the BD2 domain of BET proteins; Clean in selectivity screen against 48 targets (GPCRs, ion-channels, other targets); Chemoproteomics data (3 vectors) showed excellent non BCPs selectivity; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potencies of closest targets: Ki(DRD3) = 257.47 nM, Ki(DRD4) = 982.65 nM, Ki(DRD2) = 964.05 nM",https://pubs.acs.org/doi/10.1021/acsmedchemlett.0c00247,Epigenetic set,1 µM,,,,,,,
EUB0001113a_BRD4@BD2,GSK973,EUB0001113a,[H][C@@]12COC[C@@]2([H])[C@@H]1NC(c1cc(C(NC)=O)c2c(c1)[C@H](c1ccccc1)[C@@H](CF)O2)=O,WZQLVEPIBAOOGF-RMMWZPCPSA-N,Bromodomain,BRD4@BD2,23476,O60885,"HUNKI, MCAP, CAP, HUNK1",Inhibitor,GSK943,15.8,IC50,BET mutant TR-FRET assay (BD2),https://pubs.acs.org/doi/10.1021/acsmedchemlett.0c00247,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): pKd(TAF1, BD2) = 6.4, pKd(TAF1L, BD2) = 5.7, pKd(BRD9) = 5.7, pKd(CECR2) = 5.5, pKd(BAZ2A) = 5.5, pKd(BAZ2B) = 5.1; Selective for the BD2 domain of BET proteins; Clean in selectivity screen against 48 targets (GPCRs, ion-channels, other targets); Chemoproteomics data (3 vectors) showed excellent non BCPs selectivity; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potencies of closest targets: Ki(DRD3) = 257.47 nM, Ki(DRD4) = 982.65 nM, Ki(DRD2) = 964.05 nM",https://pubs.acs.org/doi/10.1021/acsmedchemlett.0c00247,Epigenetic set,1 µM,,,,,,,
