inchikey	xref_id	source_xref	raw
IQCKJUKAQJINMK-HUBRGWSESA-N	https://doi.org/	10.1038/ncomms2304	www.doi.org/10.1038/ncomms2304
IQCKJUKAQJINMK-HUBRGWSESA-N	https://pubmed.ncbi.nlm.nih.gov/	23250418	http://www.ncbi.nlm.nih.gov/pubmed/23250418
QMDKVNSQXPVCRD-RQNOJGIXSA-N	https://doi.org/	10.1021/acsmedchemlett.5b00071	www.doi.org/10.1021/acsmedchemlett.5b00071
QMDKVNSQXPVCRD-RQNOJGIXSA-N	https://pubmed.ncbi.nlm.nih.gov/	26101569	http://www.ncbi.nlm.nih.gov/pubmed/?term=26101569
WRUWGLUCNBMGPS-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.5b00256	http://pubs.acs.org/doi/abs/10.1021/acs.jmedchem.5b00256
WRUWGLUCNBMGPS-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	25856009	https://www.ncbi.nlm.nih.gov/pubmed/25856009
ZHMXXVNQAFCXKK-QGZVFWFLSA-N	https://doi.org/	10.1016/j.bmcl.2011.10.029	www.doi.org/10.1016/j.bmcl.2011.10.029
ZHMXXVNQAFCXKK-QGZVFWFLSA-N	https://doi.org/	10.1124/jpet.111.189365	www.doi.org/10.1124/jpet.111.189365
ZHMXXVNQAFCXKK-QGZVFWFLSA-N	https://pubmed.ncbi.nlm.nih.gov/	22056746	https://pubmed.ncbi.nlm.nih.gov/22056746/
ZHMXXVNQAFCXKK-QGZVFWFLSA-N	https://pubmed.ncbi.nlm.nih.gov/	22128344	https://pubmed.ncbi.nlm.nih.gov/22128344/
TXGKRVFSSHPBAJ-JKSUJKDBSA-N	https://doi.org/	10.1124/jpet.111.188441	www.doi.org/10.1124/jpet.111.188441
TXGKRVFSSHPBAJ-JKSUJKDBSA-N	https://pubmed.ncbi.nlm.nih.gov/	22040680	http://www.ncbi.nlm.nih.gov/pubmed/22040680
SCELLOWTHJGVIC-BGYRXZFFSA-N	https://doi.org/	10.1158/1535-7163.MCT-09-0519	www.doi.org/10.1158/1535-7163.MCT-09-0519
SCELLOWTHJGVIC-BGYRXZFFSA-N	https://pubmed.ncbi.nlm.nih.gov/	19808981	http://www.ncbi.nlm.nih.gov/pubmed/19808981
XCFLWTZSJYBCPF-UHFFFAOYSA-N	https://doi.org/	10.1021/jm301020q	www.doi.org/10.1021/jm301020q
XCFLWTZSJYBCPF-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	22985112	http://www.ncbi.nlm.nih.gov/pubmed/22985112
ZYVXTMKTGDARKR-UHFFFAOYSA-N		http://www.biochemj.org/content/457/1/43.long	http://www.biochemj.org/content/457/1/43.long
ZYVXTMKTGDARKR-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	24134204	http://www.ncbi.nlm.nih.gov/pubmed/24134204
ZWNKKZSRANLVEW-UHFFFAOYSA-N		http://www.cell.com/cell-chemical-biology/abstract/S2451-9456(16)30085-X	http://www.cell.com/cell-chemical-biology/abstract/S2451-9456(16)30085-X
ZWNKKZSRANLVEW-UHFFFAOYSA-N		http://www.cell.com/cell-reports/abstract/S2211-1247(16)30362-X?_returnURL=http%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS221112471630362X%3Fshowall%3Dtruehttp://www.cell.com/cell-reports/abstract/S2211-1247(16)30362-X?_returnURL=http%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS221112471630362X%3F	http://www.cell.com/cell-reports/abstract/S2211-1247(16)30362-X?_returnURL=http%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS221112471630362X%3Fshowall%3Dtruehttp://www.cell.com/cell-reports/abstract/S2211-1247(16)30362-X?_returnURL=http%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS221112471630362X%3F
ZWNKKZSRANLVEW-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	27049670	https://www.ncbi.nlm.nih.gov/pubmed/27049670
ZWNKKZSRANLVEW-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	27149845	https://www.ncbi.nlm.nih.gov/pubmed/27149845
XSMSNFMDVXXHGJ-UHFFFAOYSA-N	https://doi.org/	10.1021/jm500228a	http://pubs.acs.org/doi/abs/10.1021/jm500228a
XSMSNFMDVXXHGJ-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	24779514	https://www.ncbi.nlm.nih.gov/pubmed/?term=24779514
ISOCDPQFIXDIMS-HSZRJFAPSA-N		http://www.sciencedirect.com/science/article/pii/S0960894X12012747	http://www.sciencedirect.com/science/article/pii/S0960894X12012747
ISOCDPQFIXDIMS-HSZRJFAPSA-N	https://pubmed.ncbi.nlm.nih.gov/	23127890	https://www.ncbi.nlm.nih.gov/pubmed/?term=23127890
GZFYZYBWLCYBMI-MYZJJQSMSA-N		https://elifesciences.org/content/4/e12177	https://elifesciences.org/content/4/e12177
GZFYZYBWLCYBMI-MYZJJQSMSA-N	https://pubmed.ncbi.nlm.nih.gov/	26646182	https://www.ncbi.nlm.nih.gov/pubmed/26646182
HHKGVQGXRGQBBA-UHFFFAOYSA-N	https://doi.org/	10.1021/jm061107l	http://pubs.acs.org/doi/abs/10.1021/jm061107l
HHKGVQGXRGQBBA-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	17253678	https://www.ncbi.nlm.nih.gov/pubmed/17253678
LTUGYAOMCKNTGG-UHFFFAOYSA-N	https://doi.org/	10.1021/ml5002932	http://pubs.acs.org/doi/abs/10.1021/ml5002932
LTUGYAOMCKNTGG-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	25408830	https://www.ncbi.nlm.nih.gov/pubmed/?term=25408830
UOVSZRTTWLJPHE-HNXAPSNLSA-N	https://doi.org/	10.1021/ml400359z	http://pubs.acs.org/doi/abs/10.1021/ml400359z
UOVSZRTTWLJPHE-HNXAPSNLSA-N	https://pubmed.ncbi.nlm.nih.gov/	24900784	https://www.ncbi.nlm.nih.gov/pubmed/24900784
HMKAZNCSHAJLSA-HIJQLYNKSA-N	https://doi.org/	10.1021/jm401767k	http://pubs.acs.org/doi/abs/10.1021/jm401767k
HMKAZNCSHAJLSA-HIJQLYNKSA-N	https://pubmed.ncbi.nlm.nih.gov/	24548297	https://www.ncbi.nlm.nih.gov/pubmed/24548297
CGCOPBXAGSCZNX-FNQJWKMRSA-N	https://doi.org/	10.1021/ml400359z	http://pubs.acs.org/doi/abs/10.1021/ml400359z
CGCOPBXAGSCZNX-FNQJWKMRSA-N	https://doi.org/	10.1016/j.bmc.2014.05.072	www.doi.org/10.1016/j.bmc.2014.05.072
CGCOPBXAGSCZNX-FNQJWKMRSA-N	https://pubmed.ncbi.nlm.nih.gov/	24900784	https://www.ncbi.nlm.nih.gov/pubmed/24900784
CGCOPBXAGSCZNX-FNQJWKMRSA-N	https://pubmed.ncbi.nlm.nih.gov/	24997575	https://www.ncbi.nlm.nih.gov/pubmed/24997575
ARYVAQSYRLZVQD-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.5b00680	http://pubs.acs.org/doi/abs/10.1021/acs.jmedchem.5b00680
ARYVAQSYRLZVQD-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	26222319	https://www.ncbi.nlm.nih.gov/pubmed/26222319
LTYNXERAWVCPAH-OHRKNAERSA-N		https://www.nature.com/nature/journal/v436/n7048/full/nature03821.html	https://www.nature.com/nature/journal/v436/n7048/full/nature03821.html
LTYNXERAWVCPAH-OHRKNAERSA-N	https://pubmed.ncbi.nlm.nih.gov/	16015336	https://www.ncbi.nlm.nih.gov/pubmed/16015336
SAGZIBJAQGBRQA-UHFFFAOYSA-N	https://doi.org/	10.1038/sj.ki.5002717	www.doi.org/10.1038/sj.ki.5002717
SAGZIBJAQGBRQA-UHFFFAOYSA-N	https://doi.org/	10.1021/jm0509905	www.doi.org/10.1021/jm0509905
SAGZIBJAQGBRQA-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	18075500	https://www.ncbi.nlm.nih.gov/pubmed/18075500
SAGZIBJAQGBRQA-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	16570917	https://www.ncbi.nlm.nih.gov/pubmed/16570917
LPTGUSPVGHUCQF-UHFFFAOYSA-N	https://doi.org/	10.1021/acschembio.6b00896	doi.org/10.1021/acschembio.6b00896
ATUUNJCZCOMUKD-OKILXGFUSA-N	https://doi.org/	10.1021/acs.jmedchem.7b00045	www.doi.org/10.1021/acs.jmedchem.7b00045
ATUUNJCZCOMUKD-OKILXGFUSA-N	https://pubmed.ncbi.nlm.nih.gov/	28245354	https://www.ncbi.nlm.nih.gov/pubmed/28245354
AEENEMOEBJOKGN-UHFFFAOYSA-N	https://doi.org/	10.1021/acschembio.6b00896	DOI.ORG/10.1021/acschembio.6b00896
XKBSPAZCFAIBJL-OAHLLOKOSA-N	https://doi.org/	10.1038/nchembio.2334	www.doi.org/10.1038/nchembio.2334
XKBSPAZCFAIBJL-OAHLLOKOSA-N	https://doi.org/	10.1038/nchembio.2490	www.doi.org/10.1038/nchembio.2490
XKBSPAZCFAIBJL-OAHLLOKOSA-N	https://doi.org/	10.1038/nrd.2017.77	www.doi.org/10.1038/nrd.2017.77
XKBSPAZCFAIBJL-OAHLLOKOSA-N	https://pubmed.ncbi.nlm.nih.gov/	28288109	https://www.ncbi.nlm.nih.gov/pubmed/28288109
XKBSPAZCFAIBJL-OAHLLOKOSA-N	https://pubmed.ncbi.nlm.nih.gov/	29045379	https://www.ncbi.nlm.nih.gov/pubmed/29045379
XKBSPAZCFAIBJL-OAHLLOKOSA-N	https://pubmed.ncbi.nlm.nih.gov/	28417990	https://www.ncbi.nlm.nih.gov/pubmed/28417990
KMESAVNRPDKZCQ-UHFFFAOYSA-N	https://doi.org/	10.1016/j.bmcl.2010.09.095	https://doi.org/10.1016/j.bmcl.2010.09.095
KMESAVNRPDKZCQ-UHFFFAOYSA-N	https://doi.org/	10.1517/13543776.2010.484804	https://doi.org/10.1517/13543776.2010.484804
KMESAVNRPDKZCQ-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	20934334	https://pubmed.ncbi.nlm.nih.gov/20934334/
KMESAVNRPDKZCQ-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	20429668	https://pubmed.ncbi.nlm.nih.gov/20429668/
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	https://doi.org/	10.1021/acsmedchemlett.7b00312	www.doi.org/10.1021/acsmedchemlett.7b00312
ZDOBSAPHUUUOHX-OSYLJGHBSA-N	https://pubmed.ncbi.nlm.nih.gov/	29259743	https://pubmed.ncbi.nlm.nih.gov/29259743/
BTSUNSRQYLVGIS-ADTYUTHVSA-N	https://doi.org/	10.1021/acs.jmedchem.0c00547	https://doi.org/10.1021/acs.jmedchem.0c00547
BTSUNSRQYLVGIS-ADTYUTHVSA-N	https://pubmed.ncbi.nlm.nih.gov/	32338903	https://pubmed.ncbi.nlm.nih.gov/32338903/
PROGRNRRJJYCNX-UHFFFAOYSA-N	https://doi.org/	10.1021/cb500851u	www.doi.org/10.1021/cb500851u
PROGRNRRJJYCNX-UHFFFAOYSA-N	https://doi.org/	10.1038/s41598-017-07787-4	www.doi.org/10.1038/s41598-017-07787-4
PROGRNRRJJYCNX-UHFFFAOYSA-N	https://doi.org/	10.1038/s41598-019-43894-0	www.doi.org/10.1038/s41598-019-43894-0
PROGRNRRJJYCNX-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	25750985	https://pubmed.ncbi.nlm.nih.gov/25750985/
PROGRNRRJJYCNX-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	28855578	https://pubmed.ncbi.nlm.nih.gov/28855578
PROGRNRRJJYCNX-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	31089242	https://pubmed.ncbi.nlm.nih.gov/31089242
JQNINBDKGLWYMU-GEAQBIRJSA-N	https://doi.org/	10.1158/2159-8290.CD-18-0387	www.doi.org/10.1158/2159-8290.CD-18-0387
JQNINBDKGLWYMU-GEAQBIRJSA-N	https://doi.org/	10.1158/1078-0432.CCR-19-1397	www.doi.org/10.1158/1078-0432.CCR-19-1397
JQNINBDKGLWYMU-GEAQBIRJSA-N	https://doi.org/	10.1016/j.blre.2020.100672	www.doi.org/10.1016/j.blre.2020.100672
JQNINBDKGLWYMU-GEAQBIRJSA-N	https://pubmed.ncbi.nlm.nih.gov/	30254093	https://pubmed.ncbi.nlm.nih.gov/30254093/
JQNINBDKGLWYMU-GEAQBIRJSA-N	https://pubmed.ncbi.nlm.nih.gov/	31937611	https://pubmed.ncbi.nlm.nih.gov/31937611/
JQNINBDKGLWYMU-GEAQBIRJSA-N	https://pubmed.ncbi.nlm.nih.gov/	32204955	https://pubmed.ncbi.nlm.nih.gov/32204955/
VSZRYLHBOKTNBO-UHFFFAOYSA-N	https://doi.org/	10.1371/journal.pone.0150976	https://doi.org/10.1371/journal.pone.0150976
VSZRYLHBOKTNBO-UHFFFAOYSA-N	https://doi.org/	10.1016/j.bmc.2015.06.003	https://doi.org/10.1016/j.bmc.2015.06.003
VSZRYLHBOKTNBO-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	26938273	https://pubmed.ncbi.nlm.nih.gov/26938273/
VSZRYLHBOKTNBO-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	26100443	https://pubmed.ncbi.nlm.nih.gov/26100443/
CGECJCJUHCZZGO-UHFFFAOYSA-N	https://doi.org/	10.1016/j.ejmech.2016.12.026	www.doi.org/10.1016/j.ejmech.2016.12.026
CGECJCJUHCZZGO-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	28039836	https://pubmed.ncbi.nlm.nih.gov/28039836/
OTKTZEZTFCAULO-DEOSSOPVSA-N	https://doi.org/	10.1021/acsmedchemlett.7b00450	www.doi.org/10.1021/acsmedchemlett.7b00450
OTKTZEZTFCAULO-DEOSSOPVSA-N		https://www.journaljpri.com/index.php/JPRI/article/view/19787	https://www.journaljpri.com/index.php/JPRI/article/view/19787
OTKTZEZTFCAULO-DEOSSOPVSA-N	https://pubmed.ncbi.nlm.nih.gov/	29456796	https://pubmed.ncbi.nlm.nih.gov/29456796/
XMNLWOQHMQRHDV-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.8b00270	www.doi.org/10.1021/acs.jmedchem.8b00270
XMNLWOQHMQRHDV-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	29767973	https://pubmed.ncbi.nlm.nih.gov/29767973/
BATCTBJIJJEPHM-UHFFFAOYSA-N	https://doi.org/	10.1021/ml100190t	www.doi.org/10.1021/ml100190t
BATCTBJIJJEPHM-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	21666860	https://pubmed.ncbi.nlm.nih.gov/21666860/
QCQQONWEDCOTBV-UHFFFAOYSA-N	https://doi.org/	10.1021/acsmedchemlett.9b00568	www.doi.org/10.1021/acsmedchemlett.9b00568
QCQQONWEDCOTBV-UHFFFAOYSA-N	https://doi.org/	10.1126/scitranslmed.aaa4642	www.doi.org/10.1126/scitranslmed.aaa4642
QCQQONWEDCOTBV-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	33062160	https://pubmed.ncbi.nlm.nih.gov/33062160/
QCQQONWEDCOTBV-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	25787766	https://pubmed.ncbi.nlm.nih.gov/25787766/
BSISGUIVBKDTQO-QIKYYPRYSA-N	https://doi.org/	10.1021/acschembio.7b00708	www.doi.org/10.1021/acschembio.7b00708
BSISGUIVBKDTQO-QIKYYPRYSA-N	https://pubmed.ncbi.nlm.nih.gov/	29043777	https://pubmed.ncbi.nlm.nih.gov/29043777/
XUYMIRYNRKXKOR-HMHJJOSWSA-N	https://doi.org/	10.1002/cmdc.201700278	www.doi.org/10.1002/cmdc.201700278
XUYMIRYNRKXKOR-HMHJJOSWSA-N	https://doi.org/	10.1080/13543776.2017.1262350	www.doi.org/10.1080/13543776.2017.1262350
XUYMIRYNRKXKOR-HMHJJOSWSA-N	https://pubmed.ncbi.nlm.nih.gov/	28590087	https://pubmed.ncbi.nlm.nih.gov/28590087/
XUYMIRYNRKXKOR-HMHJJOSWSA-N	https://pubmed.ncbi.nlm.nih.gov/	27852111	https://pubmed.ncbi.nlm.nih.gov/27852111/
WUJVPELCYCESAP-UHFFFAOYSA-N	https://doi.org/	10.1038/nm.3614	www.doi.org/10.1038/nm.3614
WUJVPELCYCESAP-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	24997608	https://pubmed.ncbi.nlm.nih.gov/24997608/
ZLTQCDRXWXUYHJ-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.6b01583	http://pubs.acs.org/doi/abs/10.1021/acs.jmedchem.6b01583
ZLTQCDRXWXUYHJ-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	28068087	https://www.ncbi.nlm.nih.gov/pubmed/28068087
NBTNHSGBRGTFJS-UHFFFAOYSA-N	https://doi.org/	10.1021/jm060435i	www.doi.org/10.1021/jm060435i
NBTNHSGBRGTFJS-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	16884310	http://www.ncbi.nlm.nih.gov/pubmed/16884310
SOXNKJCQBRQUMS-UHFFFAOYSA-N	https://doi.org/	10.1016/j.chembiol.2019.03.006	www.doi.org/10.1016/j.chembiol.2019.03.006
SOXNKJCQBRQUMS-UHFFFAOYSA-N	https://doi.org/	10.1038/s41557-018-0039-2	www.doi.org/10.1038/s41557-018-0039-2
SOXNKJCQBRQUMS-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	31006618	https://pubmed.ncbi.nlm.nih.gov/31006618/
SOXNKJCQBRQUMS-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	29760414	https://pubmed.ncbi.nlm.nih.gov/29760414/
KYWWJENKIMRJBI-UHFFFAOYSA-N	https://doi.org/	10.1186/1479-5876-6-59	www.doi.org/10.1186/1479-5876-6-59
KYWWJENKIMRJBI-UHFFFAOYSA-N	https://doi.org/	10.1194/jlr.M900037-JLR200	www.doi.org/10.1194/jlr.M900037-JLR200
KYWWJENKIMRJBI-UHFFFAOYSA-N	https://doi.org/	10.1093/eurheartj/ehr136	www.doi.org/10.1093/eurheartj/ehr136
KYWWJENKIMRJBI-UHFFFAOYSA-N	https://doi.org/	10.1016/j.ccell.2016.09.008	www.doi.org/10.1016/j.ccell.2016.09.008
KYWWJENKIMRJBI-UHFFFAOYSA-N	https://doi.org/	10.1021/jm800799q	www.doi.org/10.1021/jm800799q
KYWWJENKIMRJBI-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	18925943	https://pubmed.ncbi.nlm.nih.gov/18925943/
KYWWJENKIMRJBI-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	19318684	https://pubmed.ncbi.nlm.nih.gov/19318684/
KYWWJENKIMRJBI-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	21606082	https://pubmed.ncbi.nlm.nih.gov/21606082/
KYWWJENKIMRJBI-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	27746144	https://pubmed.ncbi.nlm.nih.gov/27746144/
KYWWJENKIMRJBI-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	18973288	https://pubmed.ncbi.nlm.nih.gov/18973288/
MPASHPJAIUOWCK-UHFFFAOYSA-N	https://doi.org/	10.1111/jnc.13877	www.doi.org/10.1111/jnc.13877
MPASHPJAIUOWCK-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	27787897	https://pubmed.ncbi.nlm.nih.gov/27787897/
JVCWPUFNLFSKFS-UHFFFAOYSA-N	https://doi.org/	10.1021/ml300214g	http://pubs.acs.org/doi/abs/10.1021/ml300214g
JVCWPUFNLFSKFS-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	24900421	https://www.ncbi.nlm.nih.gov/pubmed/?term=24900421
FYMVGXGSNIVSKY-NRFANRHFSA-N	https://doi.org/	10.1021/jacs.0c04527	www.doi.org/10.1021/jacs.0c04527
FYMVGXGSNIVSKY-NRFANRHFSA-N	https://pubmed.ncbi.nlm.nih.gov/	32579346	https://pubmed.ncbi.nlm.nih.gov/32579346/
KLGQSVMIPOVQAX-UHFFFAOYSA-N		http://www.nature.com/nature/journal/v461/n7264/full/nature08356.html	http://www.nature.com/nature/journal/v461/n7264/full/nature08356.html
KLGQSVMIPOVQAX-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.6b00990	http://pubs.acs.org/doi/pdf/10.1021/acs.jmedchem.6b00990
KLGQSVMIPOVQAX-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	19759537	http://www.ncbi.nlm.nih.gov/pubmed/19759537
KLGQSVMIPOVQAX-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	28001384	https://www.ncbi.nlm.nih.gov/pubmed/?term=28001384
ZJZWZIXSGNFWQQ-UHFFFAOYSA-N		http://cancerres.aacrjournals.org/content/72/11/2822.long	http://cancerres.aacrjournals.org/content/72/11/2822.long
ZJZWZIXSGNFWQQ-UHFFFAOYSA-N		http://www.sciencedirect.com/science/article/pii/S0960894X15303310	http://www.sciencedirect.com/science/article/pii/S0960894X15303310
ZJZWZIXSGNFWQQ-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	22440753	http://www.ncbi.nlm.nih.gov/pubmed/22440753
ZJZWZIXSGNFWQQ-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	26706174	http://www.ncbi.nlm.nih.gov/pubmed/?term=26706174
KHWCPNJRJCNVRI-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.5b00209	http://pubs.acs.org/doi/abs/10.1021/acs.jmedchem.5b00209
KHWCPNJRJCNVRI-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	25799074	http://www.ncbi.nlm.nih.gov/pubmed/25799074
ZGBAJMQHJDFTQJ-DEOSSOPVSA-N		http://www.bloodjournal.org/content/106/12/3948.long?sso-checked=true	http://www.bloodjournal.org/content/106/12/3948.long?sso-checked=true
ZGBAJMQHJDFTQJ-DEOSSOPVSA-N	https://pubmed.ncbi.nlm.nih.gov/	16105974	http://www.ncbi.nlm.nih.gov/pubmed/16105974
LVDRREOUMKACNJ-BKMJKUGQSA-N	https://doi.org/	10.1002/anie.201501394/abstract;jsessionid=4E4574D7F79F4604CC4AD2E5F443B79D.f01t03	http://onlinelibrary.wiley.com/doi/10.1002/anie.201501394/abstract;jsessionid=4E4574D7F79F4604CC4AD2E5F443B79D.f01t03
LVDRREOUMKACNJ-BKMJKUGQSA-N	https://pubmed.ncbi.nlm.nih.gov/	25864491	https://www.ncbi.nlm.nih.gov/pubmed/25864491
CXJCGSPAPOTTSF-VURMDHGXSA-N		http://www.sciencedirect.com/science/article/pii/S1074552110004448	http://www.sciencedirect.com/science/article/pii/S1074552110004448
CXJCGSPAPOTTSF-VURMDHGXSA-N	https://pubmed.ncbi.nlm.nih.gov/	21276940	http://www.ncbi.nlm.nih.gov/pubmed/21276940
TXEBNKKOLVBTFK-UHFFFAOYSA-N		http://cancerdiscovery.aacrjournals.org/content/5/4/424.long	http://cancerdiscovery.aacrjournals.org/content/5/4/424.long
TXEBNKKOLVBTFK-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	25776529	https://www.ncbi.nlm.nih.gov/pubmed/?term=25776529
CQCWHSDMJBAGDC-UHFFFAOYSA-N	https://doi.org/	10.1021/acs.jmedchem.7b00796	www.doi.org/10.1021/acs.jmedchem.7b00796
CQCWHSDMJBAGDC-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	28892380	https://pubmed.ncbi.nlm.nih.gov/28892380/
DSUZLJDXUJUTGI-LLVKDONJSA-N	https://doi.org/	10.1021/acs.jmedchem.7b01046	www.doi.org/10.1021/acs.jmedchem.7b01046
DSUZLJDXUJUTGI-LLVKDONJSA-N	https://doi.org/	10.1038/s41598-018-33453-4	www.doi.org/10.1038/s41598-018-33453-4
DSUZLJDXUJUTGI-LLVKDONJSA-N	https://pubmed.ncbi.nlm.nih.gov/	29072452	https://pubmed.ncbi.nlm.nih.gov/29072452/
DSUZLJDXUJUTGI-LLVKDONJSA-N	https://pubmed.ncbi.nlm.nih.gov/	30337562	https://pubmed.ncbi.nlm.nih.gov/30337562/
VWEDZTZAXHMZIL-UHFFFAOYSA-N	https://doi.org/	10.3389/fphar.2018.00017	www.doi.org/10.3389/fphar.2018.00017
VWEDZTZAXHMZIL-UHFFFAOYSA-N	https://doi.org/	10.1007/s00213-018-5118-y	www.doi.org/10.1007/s00213-018-5118-y
VWEDZTZAXHMZIL-UHFFFAOYSA-N	https://doi.org/	10.1007/s00213-014-3739-3	www.doi.org/10.1007/s00213-014-3739-3
VWEDZTZAXHMZIL-UHFFFAOYSA-N	https://doi.org/	10.1016/j.neuropharm.2016.03.038	www.doi.org/10.1016/j.neuropharm.2016.03.038
VWEDZTZAXHMZIL-UHFFFAOYSA-N	https://doi.org/	10.1124/jpet.117.239905	www.doi.org/10.1124/jpet.117.239905
VWEDZTZAXHMZIL-UHFFFAOYSA-N	https://doi.org/	10.1021/cn400216u	www.doi.org/10.1021/cn400216u
VWEDZTZAXHMZIL-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	29467649	https://pubmed.ncbi.nlm.nih.gov/29467649
VWEDZTZAXHMZIL-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	30448990	https://pubmed.ncbi.nlm.nih.gov/30448990
VWEDZTZAXHMZIL-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	25224567	https://pubmed.ncbi.nlm.nih.gov/25224567
VWEDZTZAXHMZIL-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	27020041	https://pubmed.ncbi.nlm.nih.gov/27020041
VWEDZTZAXHMZIL-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	28360333	https://pubmed.ncbi.nlm.nih.gov/28360333
VWEDZTZAXHMZIL-UHFFFAOYSA-N	https://pubmed.ncbi.nlm.nih.gov/	24397362	https://pubmed.ncbi.nlm.nih.gov/24397362/
PKCDDUHJAFVJJB-VLZXCDOPSA-N	https://doi.org/	10.4155/fmc.09.89?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%3dwww.ncbi.nlm.nih.gov	http://www.future-science.com/doi/abs/10.4155/fmc.09.89?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%3dwww.ncbi.nlm.nih.gov
PKCDDUHJAFVJJB-VLZXCDOPSA-N	https://pubmed.ncbi.nlm.nih.gov/	21425998	https://www.ncbi.nlm.nih.gov/pubmed/21425998
JGQPZPLJOBHHBK-UFXYQILXSA-N	https://doi.org/	10.1073/pnas.1712363115	www.doi.org/10.1073/pnas.1712363115
JGQPZPLJOBHHBK-UFXYQILXSA-N	https://doi.org/	10.1016/j.molcel.2017.06.004	www.doi.org/10.1016/j.molcel.2017.06.004
JGQPZPLJOBHHBK-UFXYQILXSA-N	https://doi.org/	10.1038/s41589-018-0055-y	www.doi/org/10.1038/s41589-018-0055-y
