uniprot_id	target_key	hgnc	species
Q13191	Q13191	CBLB	
Q13315	Q13315	ATM	
Q13393	Q13393	PLD1	
Q13422	Q13422	IKZF1	
Q13451	Q13451	FKBP5	
Q13464	Q13464	ROCK1	
Q13526	Q13526	PIN1	
Q13535	Q13535	ATR	
Q13546	Q13546	RIPK1	
Q13547	Q13547	HDAC1	
Q13574	Q13574	DGKZ	
Q13627	Q13627	DYRK1A	
Q13822	Q13822	ENPP2	
Q13873	Q13873	BMPR2	
Q13882	Q13882	PTK6	
Q14004	Q14004	CDK13	
Q14123	Q14123	PDE1C	
Q14145	Q14145	KEAP1	
Q14164	Q14164	IKBKE	
Q14191	Q14191	WRN	
Q14289	Q14289	PTK2B	
Q14432	Q14432	PDE3A	
Q14654	Q14654	KCNJ11	
Q14680	Q14680	MELK	
Q14833	Q14833	GRM4	
Q15022	Q15022	SUZ12	
Q15047	Q15047	SETDB1	
Q15059	Q15059	BRD3	
Q15131	Q15131	CDK10	
Q15233	Q15233	NONO	
Q15349	Q15349	RPS6KA2	
Q15391	Q15391	P2RY14	
Q15418	Q15418	RPS6KA1	
Q15438	Q15438	CYTH1	
Q15561	Q15561	TEAD4	
Q15562	Q15562	TEAD2	
Q15717	Q15717	ELAVL1	
Q15743	Q15743	GPR68	
Q15759	Q15759	MAPK11	
Q15825	Q15825	CHRNA6	
Q15858	Q15858	SCN9A	
Q15910	Q15910	EZH2	
Q16288	Q16288	NTRK3	
Q16539	Q16539	MAPK14	
Q16584	Q16584	MAP3K11	
Q16620	Q16620	NTRK2	
Q16739	Q16739	UGCG	
Q16832	Q16832	DDR2	
Q2M2I8	Q2M2I8	AAK1	
Q2NL67	Q2NL67	PARP6	
Q4FZB7	Q4FZB7	KMT5B	
Q56A73	Q56A73	SPIN4	
Q58F21	Q58F21	BRDT	
Q5BJF2	Q5BJF2	TMEM97	
Q5JUX0	Q5JUX0	SPIN3	
Q5NUL3	Q5NUL3	FFAR4	
Q5S007	Q5S007	LRRK2	
Q5TCY1	Q5TCY1	TTBK1	
Q5VST6	Q5VST6	ABHD17B	
Q5VTY9	Q5VTY9	HHAT	
Q6B0I6	Q6B0I6	KDM4D	
Q6GMR7	Q6GMR7	FAAH2	
Q6IQ55	Q6IQ55	TTBK2	
Q6P2P2	Q6P2P2	PRMT9	
Q6P5Z2	Q6P5Z2	PKN3	
Q6P6C2	Q6P6C2	ALKBH5	
Q6PL18	Q6PL18	ATAD2	
Q6V1X1	Q6V1X1	DPP8	
Q6W5P4	Q6W5P4	NPSR1	
Q70CQ3	Q70CQ3	USP30	
Q7L0J3	Q7L0J3	SV2A	
Q7L7X3	Q7L7X3	TAOK1	
Q7LBE3	Q7LBE3	SLC26A9	
Q7Z2W7	Q7Z2W7	TRPM8	
Q7Z3E1	Q7Z3E1	TIPARP	
Q7Z5P4	Q7Z5P4	HSD17B13	
Q86TI2	Q86TI2	DPP9	
Q86U44	Q86U44	METTL3	
Q86U86	Q86U86	PBRM1	
Q86V86	Q86V86	PIM3	
Q86VF5	Q86VF5	MOGAT3	
Q86W56	Q86W56	PARG	
Q86WV6	Q86WV6	STING1	
Q86X55	Q86X55	CARM1	
Q86Y97	Q86Y97	KMT5C	
Q86YT5	Q86YT5	SLC13A5	
Q86YV6	Q86YV6	MYLK4	
Q8IU85	Q8IU85	CAMK1D	
Q8IVV7	Q8IVV7	GID4	
Q8IXJ6	Q8IXJ6	SIRT2	
Q8IYD1	Q8IYD1	GSPT2	
Q8IYT8	Q8IYT8	ULK2	
Q8IZX4	Q8IZX4	TAF1L	
Q8N2K0	Q8N2K0	ABHD12	
Q8N568	Q8N568	DCLK2	
Q8N5S9	Q8N5S9	CAMKK1	
Q8N884	Q8N884	CGAS	
Q8NB16	Q8NB16	MLKL	
Q8NCG7	Q8NCG7	DAGLB	
Q8NEB9	Q8NEB9	PIK3C3	
Q8NER1	Q8NER1	TRPV1	
Q8TAF3	Q8TAF3	WDR48	
Q8TBC4	Q8TBC4	UBA3	
Q8TBX8	Q8TBX8	PIP4K2C	
Q8TDX5	Q8TDX5	ACMSD	
Q8TDX7	Q8TDX7	NEK7	
Q8TE04	Q8TE04	PANK1	
Q8TEK3	Q8TEK3	DOT1L	
Q8WTS6	Q8WTS6	SETD7	
Q8WYB5	Q8WYB5	KAT6B	
Q92633	Q92633	LPAR1	
Q92769	Q92769	HDAC2	
Q92793	Q92793	CREBBP	
Q92794	Q92794	KAT6A	
Q92800	Q92800	EZH1	
Q92830	Q92830	KAT2A	
Q92831	Q92831	KAT2B	
Q92918	Q92918	MAP4K1	
Q93009	Q93009	USP7	
Q969F8	Q969F8	KISS1R	
Q969S8	Q969S8	HDAC10	
Q96BR1	Q96BR1	SGK3	
Q96GD4	Q96GD4	AURKB	
Q96GX5	Q96GX5	MASTL	
Q96JM7	Q96JM7	L3MBTL3	
Q96KQ7	Q96KQ7	EHMT2	
Q96LA8	Q96LA8	PRMT6	
Q96LB1	Q96LB1	MRGPRX2	
Q96P20	Q96P20	NLRP3	
Q96PD7	Q96PD7	DGAT2	
Q96PN6	Q96PN6	ADCY10	
Q96Q15	Q96Q15	SMG1	
Q96Q40	Q96Q40	CDK15	
Q96RI1	Q96RI1	NR1H4	
Q96RR4	Q96RR4	CAMKK2	
Q96SB4	Q96SB4	SRPK1	
Q96SW2	Q96SW2	CRBN	
Q99418	Q99418	CYTH2	
Q99527	Q99527	GPER1	
Q99538	Q99538	LGMN	
Q99558	Q99558	MAP3K14	
Q99571	Q99571	P2RX4	
Q99572	Q99572	P2RX7	
Q99594	Q99594	TEAD3	
Q99640	Q99640	PKMYT1	
Q99643	Q99643	SDHC	
Q99685	Q99685	MGLL	
Q99814	Q99814	EPAS1	
Q99865	Q99865	SPIN2A	
Q99873	Q99873	PRMT1	
Q9BPZ2	Q9BPZ2	SPIN2B	
Q9BUB5	Q9BUB5	MKNK1	
Q9BV23	Q9BV23	ABHD6	
Q9BVS4	Q9BVS4	RIOK2	
Q9BWU1	Q9BWU1	CDK19	
Q9BXF3	Q9BXF3	CECR2	
Q9BY41	Q9BY41	HDAC8	
Q9BYW2	Q9BYW2	SETD2	
Q9BZ23	Q9BZ23	PANK2	
Q9BZ95	Q9BZ95	NSD3	
Q9C0B1	Q9C0B1	FTO	
Q9GZN0	Q9GZN0	GPR88	
Q9GZT9	Q9GZT9	EGLN1	
Q9GZV3	Q9GZV3	SLC5A7	
Q9H093	Q9H093	NUAK2	
Q9H0E9	Q9H0E9	BRD8	
Q9H0K1	Q9H0K1	SIK2	
Q9H2K2	Q9H2K2	TNKS2	
Q9H3N8	Q9H3N8	HRH4	
Q9H3R0	Q9H3R0	KDM4C	
Q9H4B4	Q9H4B4	PLK3	
Q9H773	Q9H773	DCTPP1	
Q9H7B4	Q9H7B4	SMYD3	
Q9H8M2	Q9H8M2	BRD9	
Q9H903	Q9H903	MTHFD2L	
Q9H999	Q9H999	PANK3	
Q9H9B1	Q9H9B1	EHMT1	
Q9HAZ1	Q9HAZ1	CLK4	
Q9HBA0	Q9HBA0	TRPV4	
Q9HBH9	Q9HBH9	MKNK2	
Q9NPC1	Q9NPC1	LTB4R2	
Q9NPI1	Q9NPI1	BRD7	
Q9NQU5	Q9NQU5	PAK6	
Q9NQV7	Q9NQV7	PRDM9	
Q9NR22	Q9NR22	PRMT8	
Q9NR48	Q9NR48	ASH1L	
Q9NR97	Q9NR97	TLR8	
Q9NRG4	Q9NRG4	SMYD2	
Q9NRM7	Q9NRM7	LATS2	
Q9NS75	Q9NS75	CYSLTR2	
Q9NSD7	Q9NSD7	RXFP3	
Q9NSY1	Q9NSY1	BMP2K	
Q9NV35	Q9NV35	NUDT15	
Q9NVM4	Q9NVM4	PRMT7	
Q9NWM0	Q9NWM0	SMOX	
Q9NWZ3	Q9NWZ3	IRAK4	
Q9NYK1	Q9NYK1	TLR7	
Q9NYV4	Q9NYV4	CDK12	
Q9NYY3	Q9NYY3	PLK2	
Q9NZJ5	Q9NZJ5	EIF2AK3	
Q9NZQ7	Q9NZQ7	CD274	
Q9P1W9	Q9P1W9	PIM2	
Q9P286	Q9P286	PAK5	
Q9P289	Q9P289	STK26	
Q9UBE0	Q9UBE0	SAE1	
Q9UBN4	Q9UBN4	TRPC4	
Q9UBN7	Q9UBN7	HDAC6	
Q9UBP0	Q9UBP0	SPAST	
Q9UBT2	Q9UBT2	UBA2	
Q9UDY8	Q9UDY8	MALT1	
Q9UEE5	Q9UEE5	STK17A	
Q9UGN5	Q9UGN5	PARP2	
Q9UHD2	Q9UHD2	TBK1	
Q9UIF8	Q9UIF8	BAZ2B	
Q9UIF9	Q9UIF9	BAZ2A	
Q9UK32	Q9UK32	RPS6KA6	
Q9UK80	Q9UK80	USP21	
Q9UKE5	Q9UKE5	TNIK	
Q9UKK9	Q9UKK9	NUDT5	
Q9UKP4	Q9UKP4	ADAMTS7	
Q9UKS7	Q9UKS7	IKZF2	
Q9UKT9	Q9UKT9	IKZF3	
Q9UL54	Q9UL54	TAOK2	
Q9UL62	Q9UL62	TRPC5	
Q9ULC6	Q9ULC6	PADI1	
Q9ULD4	Q9ULD4	BRPF3	
Q9ULI0	Q9ULI0	ATAD2B	
Q9ULW8	Q9ULW8	PADI3	
Q9UM07	Q9UM07	PADI4	
Q9UM73	Q9UM73	ALK	
Q9UNQ0	Q9UNQ0	ABCG2	
Q9UNW8	Q9UNW8	GPR132	
Q9UPE1	Q9UPE1	SRPK3	
Q9UQ84	Q9UQ84	EXO1	
Q9UQ88	Q9UQ88	CDK11A	
Q9UQB9	Q9UQB9	AURKC	
Q9Y233	Q9Y233	PDE10A	
Q9Y243	Q9Y243	AKT3	
Q9Y2I7	Q9Y2I7	PIKFYVE	
Q9Y2J8	Q9Y2J8	PADI2	
Q9Y2K2	Q9Y2K2	SIK3	
Q9Y2T5	Q9Y2T5	GPR52	
Q9Y345	Q9Y345	SLC6A5	
Q9Y463	Q9Y463	DYRK1B	
Q9Y4B6	Q9Y4B6	DCAF1	
Q9Y570	Q9Y570	PPME1	
Q9Y572	Q9Y572	RIPK3	
Q9Y5N5	Q9Y5N5	N6AMT1	
Q9Y5Y4	Q9Y5Y4	PTGDR2	
Q9Y5Y9	Q9Y5Y9	SCN10A	
Q9Y5Z0	Q9Y5Z0	BACE2	
Q9Y616	Q9Y616	IRAK3	
Q9Y657	Q9Y657	SPIN1	
Q9Y6A5	Q9Y6A5	TACC3	
Q9Y6E0	Q9Y6E0	STK24	
Q9Y6Q9	Q9Y6Q9	NCOA3	
