target_key	type	name
P25090	protein	FPR2
P25098	protein	GRK2
P25100	protein	ADRA1D
P25101	protein	EDNRA
P25103	protein	TACR1
P25105	protein	PTAFR
P25116	protein	F2R
P25440	protein	BRD2
P25774	protein	CTSS
P25929	protein	NPY1R
P26358	protein	DNMT1
P27361	protein	MAPK3
P28065	protein	PSMB9
P28221	protein	HTR1D
P28223	protein	HTR2A
P28335	protein	HTR2C
P28347	protein	TEAD1
P28482	protein	MAPK1
P28702	protein	RXRB
P28799	protein	GRN
P28845	protein	HSD11B1
P29274	protein	ADORA2A
P29275	protein	ADORA2B
P29371	protein	TACR3
P29597	protein	TYK2
P30291	protein	WEE1
P30419	protein	NMT1
P30518	protein	AVPR2
P30530	protein	AXL
P30559	protein	OXTR
P30968	protein	GNRHR
P31153	protein	MAT2A
P31639	protein	SLC5A2
P31644	protein	GABRA5
P31645	protein	SLC6A4
P31749	protein	AKT1
P31751	protein	AKT2
P31939	protein	ATIC
P32239	protein	CCKBR
P32245	protein	MC4R
P32246	protein	CCR1
P32247	protein	BRS3
P32745	protein	SSTR3
P33981	protein	TTK
P34913	protein	EPHX2
P34969	protein	HTR7
P35408	protein	PTGER4
P35462	protein	DRD3
P35557	protein	GCK
P35590	protein	TIE1
P35916	protein	FLT4
P35968	protein	KDR
P36507	protein	MAP2K2
P36544	protein	CHRNA7
P36639	protein	NUDT1
P36888	protein	FLT3
P36896	protein	ACVR1B
P36897	protein	TGFBR1
P36969	protein	GPX4
P37023	protein	ACVRL1
P37088	protein	SCNN1A
P37288	protein	AVPR1A
P37840	protein	SNCA
P39748	protein	FEN1
P39900	protein	MMP12
P40337	protein	VHL
P40763	protein	STAT3
P41143	protein	OPRD1
P41145	protein	OPRK1
P41146	protein	OPRL1
P41182	protein	BCL6
P41586	protein	ADCYAP1R1
P41594	protein	GRM5
P41595	protein	HTR2B
P42226	protein	STAT6
P42330	protein	AKR1C3
P42336	protein	PIK3CA
P42338	protein	PIK3CB
P42345	protein	MTOR
P42568	protein	MLLT3
P43003	protein	SLC1A3
P43004	protein	SLC1A2
P43088	protein	PTGFR
P43116	protein	PTGER2
P43119	protein	PTGIR
P43235	protein	CTSK
P43354	protein	NR4A2
P43405	protein	SYK
P43490	protein	NAMPT
P45452	protein	MMP13
P45983	protein	MAPK8
P45984	protein	MAPK9
P45985	protein	MAP2K4
P46092	protein	CCR10
P46663	protein	BDKRB1
P48039	protein	MTNR1A
P48426	protein	PIP4K2A
P48443	protein	RXRG
P48730	protein	CSNK1D
P48735	protein	IDH2
P48736	protein	PIK3CG
P48764	protein	SLC9A3
P49137	protein	MAPKAPK2
P49146	protein	NPY2R
P49286	protein	MTNR1B
P49327	protein	FASN
P49336	protein	CDK8
P49356	protein	FNTB
P49674	protein	CSNK1E
P49759	protein	CLK1
P49760	protein	CLK2
P49761	protein	CLK3
P49768	protein	PSEN1
P49770	protein	EIF2B2
P49840	protein	GSK3A
P49841	protein	GSK3B
P50053	protein	KHK
P50579	protein	METAP2
P50613	protein	CDK7
P50750	protein	CDK9
P51168	protein	SCNN1B
P51170	protein	SCNN1G
P51449	protein	RORC
P51531	protein	SMARCA2
P51532	protein	SMARCA4
P51617	protein	IRAK1
P51681	protein	CCR5
P51692	protein	STAT5B
P51787	protein	KCNQ1
P51788	protein	CLCN2
P51812	protein	RPS6KA3
P51813	protein	BMX
P51955	protein	NEK2
P52333	protein	JAK3
P52732	protein	KIF11
P53350	protein	PLK1
P53667	protein	LIMK1
P53671	protein	LIMK2
P53779	protein	MAPK10
P53985	protein	SLC16A1
P54687	protein	BCAT1
P54750	protein	PDE1A
P55055	protein	NR1H2
P55072	protein	VCP
P55201	protein	BRPF1
P56373	protein	P2RX3
P56817	protein	BACE1
P57059	protein	SIK1
P57789	protein	KCNK10
P58397	protein	ADAMTS12
P61619	protein	SEC61A1
P61964	protein	WDR5
P62942	protein	FKBP1A
P63267	protein	ACTG2
P68400	protein	CSNK2A1
P78356	protein	PIP4K2B
P78362	protein	SRPK2
P78527	protein	PRKDC
P80192	protein	MAP3K9
Q00534	protein	CDK6
Q00535	protein	CDK5
Q00536	protein	CDK16
Q00537	protein	CDK17
Q00987	protein	MDM2
Q01064	protein	PDE1B
Q01718	protein	MC2R
Q02127	protein	DHODH
Q02750	protein	MAP2K1
Q02763	protein	TEK
Q02779	protein	MAP3K10
Q03111	protein	MLLT1
Q03164	protein	KMT2A
Q03181	protein	PPARD
Q04771	protein	ACVR1
Q04912	protein	MST1R
Q05397	protein	PTK2
Q05469	protein	LIPE
Q06124	protein	PTPN11
Q06187	protein	BTK
Q06495	protein	SLC34A1
Q07002	protein	CDK18
Q07343	protein	PDE4B
Q07817	protein	BCL2L1
Q07820	protein	MCL1
Q07869	protein	PPARA
Q07889	protein	SOS1
Q07912	protein	TNK2
Q08211	protein	DHX9
Q08345	protein	DDR1
Q08881	protein	ITK
Q09428	protein	ABCC8
Q09472	protein	EP300
Q10469	protein	MGAT2
Q12830	protein	BPTF
Q12852	protein	MAP3K12
Q12866	protein	MERTK
Q12879	protein	GRIN2A
Q13085	protein	ACACA
Q13131	protein	PRKAA1
Q13133	protein	NR1H3
Q13153	protein	PAK1
Q13163	protein	MAP2K5
Q13164	protein	MAPK7
Q13177	protein	PAK2
Q13191	protein	CBLB
Q13315	protein	ATM
Q13393	protein	PLD1
Q13422	protein	IKZF1
Q13451	protein	FKBP5
Q13464	protein	ROCK1
Q13526	protein	PIN1
Q13535	protein	ATR
Q13546	protein	RIPK1
Q13547	protein	HDAC1
Q13574	protein	DGKZ
Q13627	protein	DYRK1A
Q13822	protein	ENPP2
Q13873	protein	BMPR2
Q13882	protein	PTK6
Q14004	protein	CDK13
Q14123	protein	PDE1C
Q14145	protein	KEAP1
Q14164	protein	IKBKE
Q14191	protein	WRN
Q14289	protein	PTK2B
Q14432	protein	PDE3A
Q14654	protein	KCNJ11
Q14680	protein	MELK
Q14833	protein	GRM4
Q15022	protein	SUZ12
Q15047	protein	SETDB1
Q15059	protein	BRD3
Q15131	protein	CDK10
Q15233	protein	NONO
Q15349	protein	RPS6KA2
Q15391	protein	P2RY14
Q15418	protein	RPS6KA1
Q15438	protein	CYTH1
Q15561	protein	TEAD4
Q15562	protein	TEAD2
Q15717	protein	ELAVL1
Q15743	protein	GPR68
Q15759	protein	MAPK11
Q15825	protein	CHRNA6
Q15858	protein	SCN9A
Q15910	protein	EZH2
Q16288	protein	NTRK3
Q16539	protein	MAPK14
Q16584	protein	MAP3K11
Q16620	protein	NTRK2
Q16739	protein	UGCG
Q16832	protein	DDR2
Q2M2I8	protein	AAK1
Q2NL67	protein	PARP6
Q4FZB7	protein	KMT5B
Q56A73	protein	SPIN4
Q58F21	protein	BRDT
Q5BJF2	protein	TMEM97
Q5JUX0	protein	SPIN3
Q5NUL3	protein	FFAR4
Q5S007	protein	LRRK2
Q5TCY1	protein	TTBK1
Q5VST6	protein	ABHD17B
Q5VTY9	protein	HHAT
Q6B0I6	protein	KDM4D
Q6GMR7	protein	FAAH2
Q6IQ55	protein	TTBK2
Q6P2P2	protein	PRMT9
Q6P5Z2	protein	PKN3
Q6P6C2	protein	ALKBH5
Q6PL18	protein	ATAD2
Q6V1X1	protein	DPP8
Q6W5P4	protein	NPSR1
Q70CQ3	protein	USP30
Q7L0J3	protein	SV2A
Q7L7X3	protein	TAOK1
Q7LBE3	protein	SLC26A9
Q7Z2W7	protein	TRPM8
Q7Z3E1	protein	TIPARP
Q7Z5P4	protein	HSD17B13
Q86TI2	protein	DPP9
Q86U44	protein	METTL3
Q86U86	protein	PBRM1
Q86V86	protein	PIM3
Q86VF5	protein	MOGAT3
Q86W56	protein	PARG
Q86WV6	protein	STING1
Q86X55	protein	CARM1
Q86Y97	protein	KMT5C
Q86YT5	protein	SLC13A5
Q86YV6	protein	MYLK4
Q8IU85	protein	CAMK1D
Q8IVV7	protein	GID4
Q8IXJ6	protein	SIRT2
Q8IYD1	protein	GSPT2
Q8IYT8	protein	ULK2
Q8IZX4	protein	TAF1L
Q8N2K0	protein	ABHD12
Q8N568	protein	DCLK2
Q8N5S9	protein	CAMKK1
Q8N884	protein	CGAS
Q8NB16	protein	MLKL
Q8NCG7	protein	DAGLB
Q8NEB9	protein	PIK3C3
Q8NER1	protein	TRPV1
Q8TAF3	protein	WDR48
Q8TBC4	protein	UBA3
Q8TBX8	protein	PIP4K2C
Q8TDX5	protein	ACMSD
Q8TDX7	protein	NEK7
Q8TE04	protein	PANK1
Q8TEK3	protein	DOT1L
Q8WTS6	protein	SETD7
Q8WYB5	protein	KAT6B
Q92633	protein	LPAR1
Q92769	protein	HDAC2
Q92793	protein	CREBBP
Q92794	protein	KAT6A
Q92800	protein	EZH1
Q92830	protein	KAT2A
Q92831	protein	KAT2B
Q92918	protein	MAP4K1
Q93009	protein	USP7
Q969F8	protein	KISS1R
Q969S8	protein	HDAC10
Q96BR1	protein	SGK3
Q96GD4	protein	AURKB
Q96GX5	protein	MASTL
Q96JM7	protein	L3MBTL3
Q96KQ7	protein	EHMT2
Q96LA8	protein	PRMT6
Q96LB1	protein	MRGPRX2
Q96P20	protein	NLRP3
Q96PD7	protein	DGAT2
Q96PN6	protein	ADCY10
Q96Q15	protein	SMG1
Q96Q40	protein	CDK15
Q96RI1	protein	NR1H4
Q96RR4	protein	CAMKK2
Q96SB4	protein	SRPK1
Q96SW2	protein	CRBN
Q99418	protein	CYTH2
Q99527	protein	GPER1
Q99538	protein	LGMN
Q99558	protein	MAP3K14
Q99571	protein	P2RX4
Q99572	protein	P2RX7
Q99594	protein	TEAD3
Q99640	protein	PKMYT1
Q99643	protein	SDHC
Q99685	protein	MGLL
Q99814	protein	EPAS1
Q99865	protein	SPIN2A
Q99873	protein	PRMT1
Q9BPZ2	protein	SPIN2B
Q9BUB5	protein	MKNK1
Q9BV23	protein	ABHD6
Q9BVS4	protein	RIOK2
Q9BWU1	protein	CDK19
Q9BXF3	protein	CECR2
Q9BY41	protein	HDAC8
Q9BYW2	protein	SETD2
Q9BZ23	protein	PANK2
Q9BZ95	protein	NSD3
Q9C0B1	protein	FTO
Q9GZN0	protein	GPR88
Q9GZT9	protein	EGLN1
Q9GZV3	protein	SLC5A7
Q9H093	protein	NUAK2
Q9H0E9	protein	BRD8
Q9H0K1	protein	SIK2
Q9H2K2	protein	TNKS2
Q9H3N8	protein	HRH4
Q9H3R0	protein	KDM4C
Q9H4B4	protein	PLK3
Q9H773	protein	DCTPP1
Q9H7B4	protein	SMYD3
Q9H8M2	protein	BRD9
Q9H903	protein	MTHFD2L
Q9H999	protein	PANK3
Q9H9B1	protein	EHMT1
Q9HAZ1	protein	CLK4
Q9HBA0	protein	TRPV4
Q9HBH9	protein	MKNK2
Q9NPC1	protein	LTB4R2
Q9NPI1	protein	BRD7
Q9NQU5	protein	PAK6
Q9NQV7	protein	PRDM9
Q9NR22	protein	PRMT8
Q9NR48	protein	ASH1L
Q9NR97	protein	TLR8
Q9NRG4	protein	SMYD2
Q9NRM7	protein	LATS2
Q9NS75	protein	CYSLTR2
Q9NSD7	protein	RXFP3
Q9NSY1	protein	BMP2K
Q9NV35	protein	NUDT15
Q9NVM4	protein	PRMT7
Q9NWM0	protein	SMOX
Q9NWZ3	protein	IRAK4
Q9NYK1	protein	TLR7
Q9NYV4	protein	CDK12
Q9NYY3	protein	PLK2
Q9NZJ5	protein	EIF2AK3
Q9NZQ7	protein	CD274
Q9P1W9	protein	PIM2
Q9P286	protein	PAK5
Q9P289	protein	STK26
Q9UBE0	protein	SAE1
Q9UBN4	protein	TRPC4
Q9UBN7	protein	HDAC6
Q9UBP0	protein	SPAST
Q9UBT2	protein	UBA2
Q9UDY8	protein	MALT1
Q9UEE5	protein	STK17A
Q9UGN5	protein	PARP2
Q9UHD2	protein	TBK1
Q9UIF8	protein	BAZ2B
Q9UIF9	protein	BAZ2A
Q9UK32	protein	RPS6KA6
Q9UK80	protein	USP21
Q9UKE5	protein	TNIK
Q9UKK9	protein	NUDT5
Q9UKP4	protein	ADAMTS7
Q9UKS7	protein	IKZF2
Q9UKT9	protein	IKZF3
Q9UL54	protein	TAOK2
Q9UL62	protein	TRPC5
Q9ULC6	protein	PADI1
Q9ULD4	protein	BRPF3
Q9ULI0	protein	ATAD2B
Q9ULW8	protein	PADI3
Q9UM07	protein	PADI4
Q9UM73	protein	ALK
Q9UNQ0	protein	ABCG2
Q9UNW8	protein	GPR132
Q9UPE1	protein	SRPK3
Q9UQ84	protein	EXO1
Q9UQ88	protein	CDK11A
Q9UQB9	protein	AURKC
Q9Y233	protein	PDE10A
Q9Y243	protein	AKT3
Q9Y2I7	protein	PIKFYVE
Q9Y2J8	protein	PADI2
Q9Y2K2	protein	SIK3
Q9Y2T5	protein	GPR52
Q9Y345	protein	SLC6A5
Q9Y463	protein	DYRK1B
Q9Y4B6	protein	DCAF1
Q9Y570	protein	PPME1
Q9Y572	protein	RIPK3
Q9Y5N5	protein	N6AMT1
Q9Y5Y4	protein	PTGDR2
Q9Y5Y9	protein	SCN10A
Q9Y5Z0	protein	BACE2
Q9Y616	protein	IRAK3
Q9Y657	protein	SPIN1
Q9Y6A5	protein	TACC3
Q9Y6E0	protein	STK24
Q9Y6Q9	protein	NCOA3
